"DATASETIDENTIFIERCODE","ELECTRONICMAILADDRESS","FEATURE","METADATASTANDARDVERSION","OPERATESON","ORGANISATION","PROTOCOL","RESULTMESSAGE","SERVICEIDENTIFIERCODE","SERVICEPROTOCOL","SERVICETYPE","SORTEDREFS","TITLE","URL"
"2d4ec7e6-50ae-4c71-bd20-5b9211e2135f","[beheerpdok@kadaster.nl, beheerpdok@kadaster.nl]","Operates on has matching Inspire dataset","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=2d4ec7e6-50ae-4c71-bd20-5b9211e2135f#MD_DataIdentification","Beheer PDOK","INSPIRE Atom","Operates on:2d4ec7e6-50ae-4c71-bd20-5b9211e2135f not found in Inspire CSW endpoint in service: 9ad3f0c0-9e2c-4d44-a467-b57920aa512f Waterschappen Administratieve eenheden INSPIRE ATOM","9ad3f0c0-9e2c-4d44-a467-b57920aa512f","atom","download","","Waterschappen Administratieve eenheden INSPIRE ATOM","https://geodata.nationaalgeoregister.nl/hwh/eenheden/atom/v1_0/index.xml"
"3373be8c-8539-4763-bc22-eba23ac1898f","[beheerPDOK@kadaster.nl, beheerPDOK@kadaster.nl]","Operates on has matching Inspire dataset","Nederlands metadata profiel op ISO 19119 voor services 2.0","http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&version=2.0.2&request=GetRecordById&outputschema=http://www.isotc211.org/2005/gmd&elementsetname=full&id=3373be8c-8539-4763-bc22-eba23ac1898f#MD_DataIdentification","Beheer PDOK","UKST","Operates on:3373be8c-8539-4763-bc22-eba23ac1898f not found in Inspire CSW endpoint in service: ee543323-0fe4-4353-9161-eda61ff26c07 BRT achtergrondkaart Grijs TMS","ee543323-0fe4-4353-9161-eda61ff26c07","unknown","other","","BRT achtergrondkaart Grijs TMS","https://geodata.nationaalgeoregister.nl/tiles/service/tms/1.0.0/brtachtergrondkaartgrijs/EPSG:28992"
"11d83e36-fd0d-46bc-838c-0567c5dfdb19 34dacd72-d2fb-4e28-844d-73d3b9c3fef2 419b85e5-04ee-4cc9-b910-bc58594a943a 119f7512-a71e-4d1a-82e7-7a2b63f9338b 6ea55ec4-f312-40ef-9935-68806e61b496 af784610-df36-4d40-bac0-23d8e728999f 24eb504e-f5f3-4ecf-b760-cc5630e82a57","[beheerPDOK@kadaster.nl, beheerPDOK@kadaster.nl]","Operates on has matching Inspire dataset","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","[http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&version=2.0.2&request=GetRecordById&outputschema=http://www.isotc211.org/2005/gmd&elementsetname=full&id=11d83e36-fd0d-46bc-838c-0567c5dfdb19#MD_DataIdentification, http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&version=2.0.2&request=GetRecordById&outputschema=http://www.isotc211.org/2005/gmd&elementsetname=full&id=34dacd72-d2fb-4e28-844d-73d3b9c3fef2#MD_DataIdentification, http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&version=2.0.2&request=GetRecordById&outputschema=http://www.isotc211.org/2005/gmd&elementsetname=full&id=419b85e5-04ee-4cc9-b910-bc58594a943a#MD_DataIdentification, http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&version=2.0.2&request=GetRecordById&outputschema=http://www.isotc211.org/2005/gmd&elementsetname=full&id=119f7512-a71e-4d1a-82e7-7a2b63f9338b#MD_DataIdentification, http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&version=2.0.2&request=GetRecordById&outputschema=http://www.isotc211.org/2005/gmd&elementsetname=full&id=6ea55ec4-f312-40ef-9935-68806e61b496#MD_DataIdentification, http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&version=2.0.2&request=GetRecordById&outputschema=http://www.isotc211.org/2005/gmd&elementsetname=full&id=af784610-df36-4d40-bac0-23d8e728999f#MD_DataIdentification, http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&version=2.0.2&request=GetRecordById&outputschema=http://www.isotc211.org/2005/gmd&elementsetname=full&id=24eb504e-f5f3-4ecf-b760-cc5630e82a57#MD_DataIdentification]","Beheer PDOK","[OGC:WFS, OGC:WFS, OGC:WFS, OGC:WFS, OGC:WFS, OGC:WFS, OGC:WFS]","Operates on:11d83e36-fd0d-46bc-838c-0567c5dfdb19 not found in Inspire CSW endpoint in service: 40f04047-3b61-40eb-b026-c1a0caa71881 Potentiekaart reststromen WFS","40f04047-3b61-40eb-b026-c1a0caa71881","wfs","download","","Potentiekaart reststromen WFS","https://geodata.nationaalgeoregister.nl/reststromen/wfs?request=GetCapabilities&service=wfs"
"c4b137b8-2317-42c2-aced-204c4216d68d c4bed072-0fda-47b8-96fa-457a938b88fc 3229e4d7-4bcd-4b94-819d-8e62de69ce2e","[beheerpdok@kadaster.nl, beheerpdok@kadaster.nl]","Operates on has matching Inspire dataset","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","[https://nationaalgeoregister.nl/geonetwork/srv/dut/csw?SERVICE=CSW&version=2.0.2&REQUEST=GetRecordById&ID=c4b137b8-2317-42c2-aced-204c4216d68d&OUTPUTSCHEMA=http://www.isotc211.org/2005/gmd&ELEMENTSETNAME=full#MD_DataIdentification, https://nationaalgeoregister.nl/geonetwork/srv/dut/csw?SERVICE=CSW&version=2.0.2&REQUEST=GetRecordById&ID=c4bed072-0fda-47b8-96fa-457a938b88fc&OUTPUTSCHEMA=http://www.isotc211.org/2005/gmd&ELEMENTSETNAME=full#MD_DataIdentification, https://nationaalgeoregister.nl/geonetwork/srv/dut/csw?SERVICE=CSW&version=2.0.2&REQUEST=GetRecordById&ID=3229e4d7-4bcd-4b94-819d-8e62de69ce2e&OUTPUTSCHEMA=http://www.isotc211.org/2005/gmd&ELEMENTSETNAME=full#MD_DataIdentification]","Beheer PDOK","OGC:WFS","Operates on:c4bed072-0fda-47b8-96fa-457a938b88fc not found in Inspire CSW endpoint in service: 03c48a93-1e31-4c69-92c6-9a7efecf67a9 Digitaal Topografisch Bestand (DTB) WFS","03c48a93-1e31-4c69-92c6-9a7efecf67a9","wfs","download","","Digitaal Topografisch Bestand (DTB) WFS","https://geodata.nationaalgeoregister.nl/digitaaltopografischbestand/wfs?request=GetCapabilities&service=WFS"
"11d83e36-fd0d-46bc-838c-0567c5dfdb19 34dacd72-d2fb-4e28-844d-73d3b9c3fef2 419b85e5-04ee-4cc9-b910-bc58594a943a 119f7512-a71e-4d1a-82e7-7a2b63f9338b 6ea55ec4-f312-40ef-9935-68806e61b496 af784610-df36-4d40-bac0-23d8e728999f 24eb504e-f5f3-4ecf-b760-cc5630e82a57","[beheerPDOK@kadaster.nl, beheerPDOK@kadaster.nl]","Operates on has matching Inspire dataset","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","[http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&version=2.0.2&request=GetRecordById&outputschema=http://www.isotc211.org/2005/gmd&elementsetname=full&id=11d83e36-fd0d-46bc-838c-0567c5dfdb19#MD_DataIdentification, http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&version=2.0.2&request=GetRecordById&outputschema=http://www.isotc211.org/2005/gmd&elementsetname=full&id=34dacd72-d2fb-4e28-844d-73d3b9c3fef2#MD_DataIdentification, http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&version=2.0.2&request=GetRecordById&outputschema=http://www.isotc211.org/2005/gmd&elementsetname=full&id=419b85e5-04ee-4cc9-b910-bc58594a943a#MD_DataIdentification, http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&version=2.0.2&request=GetRecordById&outputschema=http://www.isotc211.org/2005/gmd&elementsetname=full&id=119f7512-a71e-4d1a-82e7-7a2b63f9338b#MD_DataIdentification, http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&version=2.0.2&request=GetRecordById&outputschema=http://www.isotc211.org/2005/gmd&elementsetname=full&id=6ea55ec4-f312-40ef-9935-68806e61b496#MD_DataIdentification, http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&version=2.0.2&request=GetRecordById&outputschema=http://www.isotc211.org/2005/gmd&elementsetname=full&id=af784610-df36-4d40-bac0-23d8e728999f#MD_DataIdentification, http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&version=2.0.2&request=GetRecordById&outputschema=http://www.isotc211.org/2005/gmd&elementsetname=full&id=24eb504e-f5f3-4ecf-b760-cc5630e82a57#MD_DataIdentification]","Beheer PDOK","[OGC:WMS, OGC:WMS, OGC:WMS, OGC:WMS, OGC:WMS, OGC:WMS, OGC:WMS]","Operates on:11d83e36-fd0d-46bc-838c-0567c5dfdb19 not found in Inspire CSW endpoint in service: ceda1b88-32ac-40b2-a841-71eb041c9427 Potentiekaart reststromen WMS","ceda1b88-32ac-40b2-a841-71eb041c9427","wms","view","","Potentiekaart reststromen WMS","https://geodata.nationaalgeoregister.nl/reststromen/wms?request=GetCapabilities&service=wms"
"27df6b33-194c-46d6-ac94-257c306c91f2 abaf1e22-55aa-4a11-a855-7ac963e4a82b","[beheerPDOK@kadaster.nl, beheerPDOK@kadaster.nl]","Operates on has matching Inspire dataset","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","[http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&version=2.0.2&request=GetRecordById&outputschema=http://www.isotc211.org/2005/gmd&elementsetname=full&id=27df6b33-194c-46d6-ac94-257c306c91f2#MD_DataIdentification, http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&version=2.0.2&request=GetRecordById&outputschema=http://www.isotc211.org/2005/gmd&elementsetname=full&id=abaf1e22-55aa-4a11-a855-7ac963e4a82b#MD_DataIdentification]","Beheer PDOK","OGC:WMS","Operates on:27df6b33-194c-46d6-ac94-257c306c91f2 not found in Inspire CSW endpoint in service: 598c4109-21d2-4a6c-b083-9975a6736853 Weggegevens (Weggeg) WMS","598c4109-21d2-4a6c-b083-9975a6736853","wms","view","","Weggegevens (Weggeg) WMS","https://geodata.nationaalgeoregister.nl/weggeg/wms?request=getcapabilities&service=wms"
"2ae3e9b7-aa79-41d4-a35b-c9a0fee69e5c","[beheerpdok@kadaster.nl, beheerpdok@kadaster.nl]","Operates on has matching Inspire dataset","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=2ae3e9b7-aa79-41d4-a35b-c9a0fee69e5c#MD_DataIdentification","Beheer PDOK","OGC:WMTS","Operates on:2ae3e9b7-aa79-41d4-a35b-c9a0fee69e5c not found in Inspire CSW endpoint in service: 54d2021b-e778-4834-a3c6-75c89d36b942 OpenTopo WMTS","54d2021b-e778-4834-a3c6-75c89d36b942","wmts","other","","OpenTopo WMTS","https://geodata.nationaalgeoregister.nl/tiles/service/wmts?request=GetCapabilities&service=wmts"
"c4b137b8-2317-42c2-aced-204c4216d68d c4bed072-0fda-47b8-96fa-457a938b88fc 3229e4d7-4bcd-4b94-819d-8e62de69ce2e","[beheerpdok@kadaster.nl, beheerpdok@kadaster.nl]","Operates on has matching Inspire dataset","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","[https://nationaalgeoregister.nl/geonetwork/srv/dut/csw?SERVICE=CSW&version=2.0.2&REQUEST=GetRecordById&ID=c4b137b8-2317-42c2-aced-204c4216d68d&OUTPUTSCHEMA=http://www.isotc211.org/2005/gmd&ELEMENTSETNAME=full#MD_DataIdentification, https://nationaalgeoregister.nl/geonetwork/srv/dut/csw?SERVICE=CSW&version=2.0.2&REQUEST=GetRecordById&ID=c4bed072-0fda-47b8-96fa-457a938b88fc&OUTPUTSCHEMA=http://www.isotc211.org/2005/gmd&ELEMENTSETNAME=full#MD_DataIdentification, https://nationaalgeoregister.nl/geonetwork/srv/dut/csw?SERVICE=CSW&version=2.0.2&REQUEST=GetRecordById&ID=3229e4d7-4bcd-4b94-819d-8e62de69ce2e&OUTPUTSCHEMA=http://www.isotc211.org/2005/gmd&ELEMENTSETNAME=full#MD_DataIdentification]","Beheer PDOK","OGC:WMS","Operates on:c4bed072-0fda-47b8-96fa-457a938b88fc not found in Inspire CSW endpoint in service: f917ffa9-1531-48ea-867e-0d413d85b05a Digitaal Topografisch Bestand (DTB) WMS","f917ffa9-1531-48ea-867e-0d413d85b05a","wms","view","","Digitaal Topografisch Bestand (DTB) WMS","https://geodata.nationaalgeoregister.nl/digitaaltopografischbestand/wms?request=GetCapabilities&service=WMS"
"6cde2ce7-3ecd-4785-b7b8-d62c3381efe9","[beheerPDOK@kadaster.nl, beheerPDOK@kadaster.nl]","Operates on has matching Inspire dataset","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&version=2.0.2&request=GetRecordById&outputschema=http://www.isotc211.org/2005/gmd&elementsetname=full&id=6cde2ce7-3ecd-4785-b7b8-d62c3381efe9#MD_DataIdentification","Beheer PDOK","[OGC:WFS, OGC:WFS, OGC:WFS]","Operates on:6cde2ce7-3ecd-4785-b7b8-d62c3381efe9 not found in Inspire CSW endpoint in service: 6ff5af41-4cb0-406a-a77c-a4cf4223cbc7 CBS Wijken en Buurten 2016 WFS","6ff5af41-4cb0-406a-a77c-a4cf4223cbc7","wfs","download","","CBS Wijken en Buurten 2016 WFS","https://geodata.nationaalgeoregister.nl/wijkenbuurten2016/wfs?request=GetCapabilities&service=wfs"
"6cde2ce7-3ecd-4785-b7b8-d62c3381efe9","[beheerPDOK@kadaster.nl, beheerPDOK@kadaster.nl]","Operates on has matching Inspire dataset","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&version=2.0.2&request=GetRecordById&outputschema=http://www.isotc211.org/2005/gmd&elementsetname=full&id=6cde2ce7-3ecd-4785-b7b8-d62c3381efe9#MD_DataIdentification","Beheer PDOK","[OGC:WMS, OGC:WMS, OGC:WMS]","Operates on:6cde2ce7-3ecd-4785-b7b8-d62c3381efe9 not found in Inspire CSW endpoint in service: 127125c8-20c2-451a-a1c8-f9aad8ae5c5e CBS Wijken en Buurten 2016 WMS","127125c8-20c2-451a-a1c8-f9aad8ae5c5e","wms","view","","CBS Wijken en Buurten 2016 WMS","https://geodata.nationaalgeoregister.nl/wijkenbuurten2016/wms?request=GetCapabilities&service=wms"
"2220c0dd-3720-4e39-a130-171531c1e694 78d31ab4-4116-45b7-bcf5-e14960916b0f b250f3a4-ed78-4c85-8cd5-f1af43841c6e","[beheerPDOK@kadaster.nl, beheerPDOK@kadaster.nl]","Operates on has matching Inspire dataset","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","[http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&version=2.0.2&request=GetRecordById&outputschema=http://www.isotc211.org/2005/gmd&elementsetname=full&id=2220c0dd-3720-4e39-a130-171531c1e694#MD_DataIdentification, http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&version=2.0.2&request=GetRecordById&outputschema=http://www.isotc211.org/2005/gmd&elementsetname=full&id=78d31ab4-4116-45b7-bcf5-e14960916b0f#MD_DataIdentification, http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&version=2.0.2&request=GetRecordById&outputschema=http://www.isotc211.org/2005/gmd&elementsetname=full&id=b250f3a4-ed78-4c85-8cd5-f1af43841c6e#MD_DataIdentification]","Beheer PDOK","[OGC:WFS, OGC:WFS, OGC:WFS]","Operates on:2220c0dd-3720-4e39-a130-171531c1e694 not found in Inspire CSW endpoint in service: 9940c446-6fd4-4ab3-a4de-7d0ee028a8d1 Ecotopen WFS","9940c446-6fd4-4ab3-a4de-7d0ee028a8d1","wfs","download","","Ecotopen WFS","https://geodata.nationaalgeoregister.nl/ecotopen/wfs?request=GetCapabilities&service=wfs"
"8829e5dd-c861-4639-a6c8-fdbb6e3440d2","[beheerPDOK@kadaster.nl, beheerPDOK@kadaster.nl]","Operates on has matching Inspire dataset","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","http://nationaalgeoregister.nl/geonetwork/srv/eng/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=8829e5dd-c861-4639-a6c8-fdbb6e3440d2#MD_DataIdentification","Beheer PDOK","OGC:WFS","Operates on:8829e5dd-c861-4639-a6c8-fdbb6e3440d2 not found in Inspire CSW endpoint in service: 32b1eb9e-c54f-4598-92d2-328eb77fa0d3 Natura2000 WFS","32b1eb9e-c54f-4598-92d2-328eb77fa0d3","wfs","download","","Natura2000 WFS","https://geodata.nationaalgeoregister.nl/natura2000/wfs?service=WFS&request=GetCapabilities"
"dc5b522e-3e14-4738-9e8e-2401e1b19ef2","[beheerPDOK@kadaster.nl, beheerPDOK@kadaster.nl]","Operates on has matching Inspire dataset","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=dc5b522e-3e14-4738-9e8e-2401e1b19ef2#MD_DataIdentification","Beheer PDOK","[OGC:WFS, OGC:WFS, OGC:WFS]","Operates on:dc5b522e-3e14-4738-9e8e-2401e1b19ef2 not found in Inspire CSW endpoint in service: 5856173c-e58d-4b4c-8f9b-046ee1f20c1c Potentieel koude en warmte uit open en gesloten WKO systemen (GJ/ha.jaar) WFS","5856173c-e58d-4b4c-8f9b-046ee1f20c1c","wfs","download","","Potentieel koude en warmte uit open en gesloten WKO systemen (GJ/ha.jaar) WFS","https://geodata.nationaalgeoregister.nl/wko/wfs?service=WFS&request=Getcapabilities"
"78d31ab4-4116-45b7-bcf5-e14960916b0f 2220c0dd-3720-4e39-a130-171531c1e694 b250f3a4-ed78-4c85-8cd5-f1af43841c6e","[beheerPDOK@kadaster.nl, beheerPDOK@kadaster.nl]","Operates on has matching Inspire dataset","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","[https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=78d31ab4-4116-45b7-bcf5-e14960916b0f#MD_DataIdentification, https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=2220c0dd-3720-4e39-a130-171531c1e694#MD_DataIdentification, https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=b250f3a4-ed78-4c85-8cd5-f1af43841c6e#MD_DataIdentification]","Beheer PDOK","[OGC:WMS, OGC:WMS, OGC:WMS]","Operates on:78d31ab4-4116-45b7-bcf5-e14960916b0f not found in Inspire CSW endpoint in service: d415c10a-8dbf-4c01-8061-4689e5db38ac Ecotopen WMS","d415c10a-8dbf-4c01-8061-4689e5db38ac","wms","view","","Ecotopen WMS","https://geodata.nationaalgeoregister.nl/ecotopen/wms?request=GetCapabilities&service=wms"
"50eef6be-619d-4e16-9b92-48971109b636 8de2f5eb-b09f-4f6d-8397-8878a1b86238 9b583730-e750-485a-9c0c-39bf9be72cf8 a57cb859-c4fe-444c-adc6-be14cb2bbf36 9b583730-e750-485a-9c0c-39bf9be72cf9 a57cb859-c4fe-444c-adc6-be14cb2bbf38","[beheer&pdok.nl, beheer@pdok.nl]","Operates on has matching Inspire dataset","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","[http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&version=2.0.2&request=GetRecordById&outputschema=http://www.isotc211.org/2005/gmd&elementsetname=full&id=50eef6be-619d-4e16-9b92-48971109b636, http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&version=2.0.2&request=GetRecordById&outputschema=http://www.isotc211.org/2005/gmd&elementsetname=full&id=8de2f5eb-b09f-4f6d-8397-8878a1b86238, https://www.nationaalgeoregister.nl:443/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=9b583730-e750-485a-9c0c-39bf9be72cf8, https://www.nationaalgeoregister.nl:443/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=a57cb859-c4fe-444c-adc6-be14cb2bbf36, https://www.nationaalgeoregister.nl:443/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=9b583730-e750-485a-9c0c-39bf9be72cf9, https://www.nationaalgeoregister.nl:443/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=a57cb859-c4fe-444c-adc6-be14cb2bbf38]","Beheer PDOK","[OGC:WFS, OGC:WFS, OGC:WFS, OGC:WFS, OGC:WFS, OGC:WFS]","Operates on:9b583730-e750-485a-9c0c-39bf9be72cf8 not found in Inspire CSW endpoint in service: 74620aa8-4fa2-414d-8350-50d93e500da8 Geluidskaarten Rijkswegen WFS","74620aa8-4fa2-414d-8350-50d93e500da8","wfs","download","","Geluidskaarten Rijkswegen WFS","https://geodata.nationaalgeoregister.nl/rwsgeluidskaarten/wfs?service=WFS&request=GetCapabilities"
"50eef6be-619d-4e16-9b92-48971109b636 8de2f5eb-b09f-4f6d-8397-8878a1b86238 9b583730-e750-485a-9c0c-39bf9be72cf8 a57cb859-c4fe-444c-adc6-be14cb2bbf36 9b583730-e750-485a-9c0c-39bf9be72cf9 a57cb859-c4fe-444c-adc6-be14cb2bbf38","[beheerPDOK@kadaster.nl, beheerPDOK@kadaster.nl]","Operates on has matching Inspire dataset","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","[http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&version=2.0.2&request=GetRecordById&outputschema=http://www.isotc211.org/2005/gmd&elementsetname=full&id=50eef6be-619d-4e16-9b92-48971109b636#MD_DataIdentification, http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&version=2.0.2&request=GetRecordById&outputschema=http://www.isotc211.org/2005/gmd&elementsetname=full&id=8de2f5eb-b09f-4f6d-8397-8878a1b86238#MD_DataIdentification, https://www.nationaalgeoregister.nl:443/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=9b583730-e750-485a-9c0c-39bf9be72cf8#MD_DataIdentification, https://www.nationaalgeoregister.nl:443/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=a57cb859-c4fe-444c-adc6-be14cb2bbf36#MD_DataIdentification, https://www.nationaalgeoregister.nl:443/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=9b583730-e750-485a-9c0c-39bf9be72cf9#MD_DataIdentification, https://www.nationaalgeoregister.nl:443/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=a57cb859-c4fe-444c-adc6-be14cb2bbf38#MD_DataIdentification]","Beheer PDOK","[OGC:WMS, OGC:WMS, OGC:WMS, OGC:WMS]","Operates on:9b583730-e750-485a-9c0c-39bf9be72cf8 not found in Inspire CSW endpoint in service: 4b6752ae-65d6-44b5-98ef-1fc30f4fd92d Geluidskaarten Rijkswegen WMS","4b6752ae-65d6-44b5-98ef-1fc30f4fd92d","wms","view","","Geluidskaarten Rijkswegen WMS","https://geodata.nationaalgeoregister.nl/rwsgeluidskaarten/wms?request=GetCapabilities&service=wms"
"8829e5dd-c861-4639-a6c8-fdbb6e3440d2","[beheerPDOK@kadaster.nl, beheerPDOK@kadaster.nl]","Operates on has matching Inspire dataset","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&version=2.0.2&request=GetRecordById&outputschema=http://www.isotc211.org/2005/gmd&elementsetname=full&id=8829e5dd-c861-4639-a6c8-fdbb6e3440d2#MD_DataIdentification","Beheer PDOK","OGC:WMS","Operates on:8829e5dd-c861-4639-a6c8-fdbb6e3440d2 not found in Inspire CSW endpoint in service: 9c80458b-12c6-4d38-8f6d-387ab6e4ed21 Natura2000 WMS","9c80458b-12c6-4d38-8f6d-387ab6e4ed21","wms","view","","Natura2000 WMS","https://geodata.nationaalgeoregister.nl/natura2000/wms?service=WMS&request=GetCapabilities"
"bffcd5d9-02b4-4e7d-991f-a386611cad84","[beheerpdok@kadaster.nl, beheerpdok@kadaster.nl]","Operates on has matching Inspire dataset","Nederlands metadata profiel op ISO 19119 voor services 2.0","https://www.nationaalgeoregister.nl:443/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=bffcd5d9-02b4-4e7d-991f-a386611cad84#MD_DataIdentification","Beheer PDOK","[OGC:WMS, OGC:WMS, OGC:WMS, OGC:WMS, OGC:WMS]","Operates on:bffcd5d9-02b4-4e7d-991f-a386611cad84 not found in Inspire CSW endpoint in service: 2650d49b-7d9a-49b5-b748-a0372cd9b5cf Waterschappen Nuts- en Overheidsdiensten INSPIRE WMS","2650d49b-7d9a-49b5-b748-a0372cd9b5cf","wms","view","","Waterschappen Nuts- en Overheidsdiensten INSPIRE WMS","http://geodata.nationaalgeoregister.nl/wsdiensteninspire/wms?request=getcapabilities&service=WMS"
"ed960299-a147-4c1a-bc57-41ff83a2264f","[beheerPDOK@kadaster.nl, beheerPDOK@kadaster.nl]","Operates on has matching Inspire dataset","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=ed960299-a147-4c1a-bc57-41ff83a2264f#MD_DataIdentification","Beheer PDOK","INSPIRE Atom","Operates on:ed960299-a147-4c1a-bc57-41ff83a2264f not found in Inspire CSW endpoint in service: 66805d91-a5f6-4265-bd36-ef13a429c97e BRO - Bodemkaart ATOM v1","66805d91-a5f6-4265-bd36-ef13a429c97e","atom","download","","BRO - Bodemkaart ATOM v1","https://geodata.nationaalgeoregister.nl/bzk/bro-bodemkaart/atom/v1_0/index.xml"
